state,00,01,02,10,11,12,20,21,22
"[[0, 1, -1], [0, 0, 0], [-1, 0, 0]]",-1.5,,,-1.0,-3.0,-1.5,,-5.5,-1.0
"[[0, 1, -1], [0, 0, 0], [0, -1, 0]]",-0.5,,,-0.5,-1.0,-0.5,-2.0,,-1.0
"[[0, 1, -1], [0, 0, 0], [0, 0, -1]]",-0.5,,,-1.0,-4.5,-2.5,-1.0,-6.5,
"[[0, 0, -1], [1, -1, 0], [0, 0, 0]]",-1.5,-1.0,,,,0.0,-3.0,-1.0,-2.5
"[[0, 0, -1], [1, 0, -1], [0, 0, 0]]",-4.0,-1.5,,,-2.0,,-7.0,-1.5,-2.0
"[[0, 0, -1], [1, 0, 0], [-1, 0, 0]]",-1.5,-1.5,,,-10.5,-5.0,,-1.0,-2.0
"[[0, 0, -1], [1, 0, 0], [0, -1, 0]]",-12.5,-2.5,,,-4.5,-6.0,-11.0,,-3.0
"[[0, 0, -1], [1, 0, 0], [0, 0, -1]]",-5.5,-1.0,,,-3.5,-1.5,-4.0,-1.5,
"[[0, 0, -1], [-1, 1, 0], [0, 0, 0]]",-12.0,-5.5,,,,-2.5,-3.5,-4.0,-5.5
"[[0, 0, -1], [0, 1, -1], [0, 0, 0]]",-5.5,-3.0,,0.0,,,-1.0,-7.0,-4.5
"[[0, 0, -1], [0, 1, 0], [-1, 0, 0]]",-5.0,-7.0,,-5.5,,-5.0,,-7.0,-8.0
"[[0, 0, -1], [0, 1, 0], [0, -1, 0]]",-6.5,-2.5,,-6.5,,-4.0,-2.0,,-2.0
"[[0, 0, -1], [0, 1, 0], [0, 0, -1]]",-1.0,-4.0,,-2.5,,-6.5,-0.5,-2.5,
"[[0, 0, -1], [-1, 0, 1], [0, 0, 0]]",-1.5,-0.5,,,-3.0,,-1.0,-2.5,-1.5
"[[0, 0, -1], [0, -1, 1], [0, 0, 0]]",-1.5,0.0,,-0.5,,,-1.0,-1.0,0.0
"[[0, 0, -1], [0, 0, 1], [-1, 0, 0]]",-2.0,-1.5,,-8.0,-8.5,,,-0.5,-1.5
"[[0, 0, -1], [0, 0, 1], [0, -1, 0]]",-1.5,-1.0,,-8.0,-5.0,,-1.5,,-1.5
"[[0, 0, -1], [0, 0, 1], [0, 0, -1]]",-4.5,-4.0,,-13.0,-15.5,,-4.0,-4.0,
"[[0, 0, -1], [-1, 0, 0], [1, 0, 0]]",-2.0,-1.5,,,-1.0,0.0,,-5.5,-4.5
"[[0, 0, -1], [0, -1, 0], [1, 0, 0]]",-5.0,-2.5,,-6.5,,-3.0,,-3.5,-8.5
"[[0, 0, -1], [0, 0, -1], [1, 0, 0]]",-3.5,-0.5,,-3.0,-1.5,,,-2.5,-4.5
"[[0, 0, -1], [0, 0, 0], [1, -1, 0]]",-4.0,0.0,,-7.0,-2.0,-0.5,,,-1.0
